title,amount,date,category
Transaction15 on Fitness,32.0,"Tue, Sep 19, 2023",Fitness
Transaction16 on Food,49.0,"Tue, Sep 19, 2023",Food
Transaction17 on Entertainment,120.0,"Tue, Sep 19, 2023",Entertainment
Transaction18 on Shopping,61.0,"Tue, Sep 19, 2023",Shopping
Transaction19 on Entertainment,146.0,"Tue, Sep 19, 2023",Entertainment
Transaction20 on Entertainment,117.0,"Tue, Sep 19, 2023",Entertainment
Transaction1 on Shopping,58.0,"Wed, Sep 20, 2023",Shopping
Transaction2 on Shopping,50.0,"Wed, Sep 20, 2023",Shopping
Transaction3 on Transportation,187.0,"Wed, Sep 20, 2023",Transportation
Transaction4 on Shopping,16.0,"Wed, Sep 20, 2023",Shopping
Transaction5 on Fitness,100.0,"Wed, Sep 20, 2023",Fitness
Transaction6 on Shopping,179.0,"Wed, Sep 20, 2023",Shopping
Transaction7 on Food,99.0,"Wed, Sep 20, 2023",Food
Transaction8 on Entertainment,101.0,"Wed, Sep 20, 2023",Entertainment
Transaction9 on Transportation,163.0,"Wed, Sep 20, 2023",Transportation
Transaction10 on Entertainment,164.0,"Wed, Sep 20, 2023",Entertainment
Transaction11 on Fitness,123.0,"Wed, Sep 20, 2023",Fitness
Transaction12 on Transportation,99.0,"Wed, Sep 20, 2023",Transportation
Transaction13 on Food,120.0,"Wed, Sep 20, 2023",Food
Transaction14 on Shopping,83.0,"Wed, Sep 20, 2023",Shopping
Transaction15 on Transportation,35.0,"Wed, Sep 20, 2023",Transportation
Transaction16 on Fitness,30.0,"Wed, Sep 20, 2023",Fitness
Transaction17 on Food,51.0,"Wed, Sep 20, 2023",Food
Transaction18 on Food,129.0,"Wed, Sep 20, 2023",Food
Transaction19 on Food,48.0,"Wed, Sep 20, 2023",Food
Transaction20 on Fitness,118.0,"Wed, Sep 20, 2023",Fitness
Transaction1 on Entertainment,18.0,"Thu, Sep 21, 2023",Entertainment
Transaction2 on Entertainment,30.0,"Thu, Sep 21, 2023",Entertainment
Transaction3 on Fitness,24.0,"Thu, Sep 21, 2023",Fitness
Transaction4 on Entertainment,49.0,"Thu, Sep 21, 2023",Entertainment
Transaction5 on Transportation,27.0,"Thu, Sep 21, 2023",Transportation
Transaction6 on Transportation,104.0,"Thu, Sep 21, 2023",Transportation
Transaction7 on Fitness,91.0,"Thu, Sep 21, 2023",Fitness
Transaction8 on Entertainment,154.0,"Thu, Sep 21, 2023",Entertainment
Transaction9 on Entertainment,128.0,"Thu, Sep 21, 2023",Entertainment
Transaction10 on Transportation,47.0,"Thu, Sep 21, 2023",Transportation
Transaction11 on Shopping,165.0,"Thu, Sep 21, 2023",Shopping
Transaction12 on Entertainment,124.0,"Thu, Sep 21, 2023",Entertainment
Transaction13 on Transportation,121.0,"Thu, Sep 21, 2023",Transportation
Transaction14 on Transportation,183.0,"Thu, Sep 21, 2023",Transportation
Transaction15 on Fitness,124.0,"Thu, Sep 21, 2023",Fitness
Transaction16 on Food,69.0,"Thu, Sep 21, 2023",Food
Transaction17 on Entertainment,168.0,"Thu, Sep 21, 2023",Entertainment
Transaction18 on Shopping,173.0,"Thu, Sep 21, 2023",Shopping
Transaction19 on Fitness,78.0,"Thu, Sep 21, 2023",Fitness
Transaction20 on Shopping,13.0,"Thu, Sep 21, 2023",Shopping
Transaction1 on Food,79.0,"Fri, Sep 22, 2023",Food
Transaction2 on Shopping,177.0,"Fri, Sep 22, 2023",Shopping
Transaction3 on Entertainment,132.0,"Fri, Sep 22, 2023",Entertainment
Transaction4 on Transportation,100.0,"Fri, Sep 22, 2023",Transportation
Transaction5 on Entertainment,118.0,"Fri, Sep 22, 2023",Entertainment
Transaction6 on Entertainment,86.0,"Fri, Sep 22, 2023",Entertainment
Transaction7 on Food,41.0,"Fri, Sep 22, 2023",Food
Transaction8 on Transportation,194.0,"Fri, Sep 22, 2023",Transportation
Transaction9 on Shopping,47.0,"Fri, Sep 22, 2023",Shopping
Transaction10 on Entertainment,184.0,"Fri, Sep 22, 2023",Entertainment
Transaction11 on Fitness,127.0,"Fri, Sep 22, 2023",Fitness
Transaction12 on Fitness,98.0,"Fri, Sep 22, 2023",Fitness
Transaction13 on Fitness,190.0,"Fri, Sep 22, 2023",Fitness
Transaction14 on Shopping,174.0,"Fri, Sep 22, 2023",Shopping
Transaction15 on Fitness,95.0,"Fri, Sep 22, 2023",Fitness
Transaction16 on Fitness,147.0,"Fri, Sep 22, 2023",Fitness
Transaction17 on Food,138.0,"Fri, Sep 22, 2023",Food
Transaction18 on Entertainment,103.0,"Fri, Sep 22, 2023",Entertainment
Transaction19 on Shopping,38.0,"Fri, Sep 22, 2023",Shopping
Transaction20 on Shopping,195.0,"Fri, Sep 22, 2023",Shopping
Transaction1 on Transportation,145.0,"Sat, Sep 23, 2023",Transportation
Transaction2 on Entertainment,173.0,"Sat, Sep 23, 2023",Entertainment
Transaction3 on Food,131.0,"Sat, Sep 23, 2023",Food
Transaction4 on Shopping,15.0,"Sat, Sep 23, 2023",Shopping
Transaction5 on Entertainment,9.0,"Sat, Sep 23, 2023",Entertainment
Transaction6 on Fitness,149.0,"Sat, Sep 23, 2023",Fitness
Transaction7 on Fitness,165.0,"Sat, Sep 23, 2023",Fitness
Transaction8 on Entertainment,13.0,"Sat, Sep 23, 2023",Entertainment
Transaction9 on Shopping,91.0,"Sat, Sep 23, 2023",Shopping
Transaction10 on Fitness,71.0,"Sat, Sep 23, 2023",Fitness
Transaction11 on Entertainment,26.0,"Sat, Sep 23, 2023",Entertainment
Transaction12 on Food,176.0,"Sat, Sep 23, 2023",Food
Transaction13 on Shopping,144.0,"Sat, Sep 23, 2023",Shopping
Transaction14 on Entertainment,134.0,"Sat, Sep 23, 2023",Entertainment
Transaction15 on Shopping,94.0,"Sat, Sep 23, 2023",Shopping
Transaction16 on Entertainment,86.0,"Sat, Sep 23, 2023",Entertainment
Transaction17 on Fitness,89.0,"Sat, Sep 23, 2023",Fitness
Transaction18 on Shopping,55.0,"Sat, Sep 23, 2023",Shopping
Transaction19 on Food,40.0,"Sat, Sep 23, 2023",Food
Transaction20 on Transportation,6.0,"Sat, Sep 23, 2023",Transportation
Transaction1 on Shopping,181.0,"Sun, Sep 24, 2023",Shopping
Transaction2 on Shopping,86.0,"Sun, Sep 24, 2023",Shopping
Transaction3 on Food,46.0,"Sun, Sep 24, 2023",Food
Transaction4 on Fitness,198.0,"Sun, Sep 24, 2023",Fitness
Transaction5 on Transportation,163.0,"Sun, Sep 24, 2023",Transportation
Transaction6 on Transportation,82.0,"Sun, Sep 24, 2023",Transportation
Transaction7 on Food,24.0,"Sun, Sep 24, 2023",Food
Transaction8 on Fitness,40.0,"Sun, Sep 24, 2023",Fitness
Transaction9 on Transportation,170.0,"Sun, Sep 24, 2023",Transportation
Transaction10 on Shopping,128.0,"Sun, Sep 24, 2023",Shopping
Transaction11 on Shopping,35.0,"Sun, Sep 24, 2023",Shopping
Transaction12 on Shopping,195.0,"Sun, Sep 24, 2023",Shopping
Transaction13 on Food,18.0,"Sun, Sep 24, 2023",Food
Transaction14 on Shopping,102.0,"Sun, Sep 24, 2023",Shopping
Transaction15 on Food,173.0,"Sun, Sep 24, 2023",Food
Transaction16 on Shopping,191.0,"Sun, Sep 24, 2023",Shopping
Transaction17 on Transportation,200.0,"Sun, Sep 24, 2023",Transportation
Transaction18 on Shopping,122.0,"Sun, Sep 24, 2023",Shopping
Transaction19 on Fitness,160.0,"Sun, Sep 24, 2023",Fitness
Transaction20 on Transportation,127.0,"Sun, Sep 24, 2023",Transportation
Transaction1 on Fitness,163.0,"Mon, Sep 25, 2023",Fitness
Transaction2 on Fitness,71.0,"Mon, Sep 25, 2023",Fitness
Transaction3 on Fitness,22.0,"Mon, Sep 25, 2023",Fitness
Transaction4 on Entertainment,176.0,"Mon, Sep 25, 2023",Entertainment
Transaction5 on Fitness,77.0,"Mon, Sep 25, 2023",Fitness
Transaction6 on Food,57.0,"Mon, Sep 25, 2023",Food
Transaction7 on Fitness,68.0,"Mon, Sep 25, 2023",Fitness
Transaction8 on Fitness,37.0,"Mon, Sep 25, 2023",Fitness
Transaction9 on Transportation,59.0,"Mon, Sep 25, 2023",Transportation
Transaction10 on Transportation,138.0,"Mon, Sep 25, 2023",Transportation
Transaction11 on Shopping,92.0,"Mon, Sep 25, 2023",Shopping
Transaction12 on Food,39.0,"Mon, Sep 25, 2023",Food
Transaction13 on Food,23.0,"Mon, Sep 25, 2023",Food
Transaction14 on Entertainment,131.0,"Mon, Sep 25, 2023",Entertainment
Transaction15 on Fitness,165.0,"Mon, Sep 25, 2023",Fitness
Transaction16 on Shopping,53.0,"Mon, Sep 25, 2023",Shopping
Transaction17 on Entertainment,30.0,"Mon, Sep 25, 2023",Entertainment
Transaction18 on Shopping,137.0,"Mon, Sep 25, 2023",Shopping
Transaction19 on Transportation,20.0,"Mon, Sep 25, 2023",Transportation
Transaction20 on Food,118.0,"Mon, Sep 25, 2023",Food
Transaction1 on Entertainment,15.0,"Tue, Sep 26, 2023",Entertainment
Transaction2 on Food,96.0,"Tue, Sep 26, 2023",Food
Transaction3 on Entertainment,65.0,"Tue, Sep 26, 2023",Entertainment
Transaction4 on Shopping,113.0,"Tue, Sep 26, 2023",Shopping
Transaction5 on Food,156.0,"Tue, Sep 26, 2023",Food
Transaction6 on Shopping,116.0,"Tue, Sep 26, 2023",Shopping
Transaction7 on Entertainment,13.0,"Tue, Sep 26, 2023",Entertainment
Transaction8 on Food,147.0,"Tue, Sep 26, 2023",Food
Transaction9 on Food,131.0,"Tue, Sep 26, 2023",Food
Transaction10 on Food,187.0,"Tue, Sep 26, 2023",Food
Transaction11 on Shopping,152.0,"Tue, Sep 26, 2023",Shopping
Transaction12 on Shopping,84.0,"Tue, Sep 26, 2023",Shopping
Transaction13 on Food,86.0,"Tue, Sep 26, 2023",Food
Transaction14 on Food,66.0,"Tue, Sep 26, 2023",Food
Transaction15 on Food,159.0,"Tue, Sep 26, 2023",Food
Transaction16 on Transportation,84.0,"Tue, Sep 26, 2023",Transportation
Transaction17 on Shopping,127.0,"Tue, Sep 26, 2023",Shopping
Transaction18 on Food,187.0,"Tue, Sep 26, 2023",Food
Transaction19 on Food,159.0,"Tue, Sep 26, 2023",Food
Transaction20 on Shopping,167.0,"Tue, Sep 26, 2023",Shopping
Transaction1 on Shopping,182.0,"Wed, Sep 27, 2023",Shopping
Transaction2 on Transportation,165.0,"Wed, Sep 27, 2023",Transportation
Transaction3 on Food,122.0,"Wed, Sep 27, 2023",Food
Transaction4 on Fitness,129.0,"Wed, Sep 27, 2023",Fitness
Transaction5 on Fitness,70.0,"Wed, Sep 27, 2023",Fitness
Transaction6 on Transportation,127.0,"Wed, Sep 27, 2023",Transportation
Transaction7 on Transportation,39.0,"Wed, Sep 27, 2023",Transportation
Transaction8 on Entertainment,34.0,"Wed, Sep 27, 2023",Entertainment
Transaction9 on Transportation,147.0,"Wed, Sep 27, 2023",Transportation
Transaction10 on Entertainment,183.0,"Wed, Sep 27, 2023",Entertainment
Transaction11 on Entertainment,134.0,"Wed, Sep 27, 2023",Entertainment
Transaction12 on Transportation,17.0,"Wed, Sep 27, 2023",Transportation
Transaction13 on Fitness,180.0,"Wed, Sep 27, 2023",Fitness
Transaction14 on Shopping,22.0,"Wed, Sep 27, 2023",Shopping
Transaction15 on Shopping,136.0,"Wed, Sep 27, 2023",Shopping
Transaction16 on Food,129.0,"Wed, Sep 27, 2023",Food
Transaction17 on Food,189.0,"Wed, Sep 27, 2023",Food
Transaction18 on Entertainment,195.0,"Wed, Sep 27, 2023",Entertainment
Transaction19 on Entertainment,153.0,"Wed, Sep 27, 2023",Entertainment
Transaction20 on Food,186.0,"Wed, Sep 27, 2023",Food
Transaction1 on Entertainment,157.0,"Thu, Sep 28, 2023",Entertainment
Transaction2 on Transportation,50.0,"Thu, Sep 28, 2023",Transportation
Transaction3 on Food,159.0,"Thu, Sep 28, 2023",Food
Transaction4 on Transportation,68.0,"Thu, Sep 28, 2023",Transportation
Transaction5 on Fitness,79.0,"Thu, Sep 28, 2023",Fitness
Transaction6 on Fitness,56.0,"Thu, Sep 28, 2023",Fitness
Transaction7 on Transportation,16.0,"Thu, Sep 28, 2023",Transportation
Transaction8 on Transportation,93.0,"Thu, Sep 28, 2023",Transportation
Transaction9 on Food,156.0,"Thu, Sep 28, 2023",Food
Transaction10 on Entertainment,63.0,"Thu, Sep 28, 2023",Entertainment
Transaction11 on Food,55.0,"Thu, Sep 28, 2023",Food
Transaction12 on Transportation,135.0,"Thu, Sep 28, 2023",Transportation
Transaction13 on Entertainment,39.0,"Thu, Sep 28, 2023",Entertainment
Transaction14 on Transportation,67.0,"Thu, Sep 28, 2023",Transportation
Transaction15 on Food,181.0,"Thu, Sep 28, 2023",Food
Transaction16 on Food,40.0,"Thu, Sep 28, 2023",Food
Transaction17 on Transportation,31.0,"Thu, Sep 28, 2023",Transportation
Transaction18 on Transportation,160.0,"Thu, Sep 28, 2023",Transportation
Transaction19 on Entertainment,69.0,"Thu, Sep 28, 2023",Entertainment
Transaction20 on Transportation,156.0,"Thu, Sep 28, 2023",Transportation
Transaction1 on Food,33.0,"Fri, Sep 29, 2023",Food
Transaction2 on Food,123.0,"Fri, Sep 29, 2023",Food
Transaction3 on Shopping,103.0,"Fri, Sep 29, 2023",Shopping
Transaction4 on Food,56.0,"Fri, Sep 29, 2023",Food
Transaction5 on Shopping,109.0,"Fri, Sep 29, 2023",Shopping
Transaction6 on Food,91.0,"Fri, Sep 29, 2023",Food
Transaction7 on Shopping,54.0,"Fri, Sep 29, 2023",Shopping
Transaction8 on Food,65.0,"Fri, Sep 29, 2023",Food
Transaction9 on Entertainment,155.0,"Fri, Sep 29, 2023",Entertainment
Transaction10 on Food,89.0,"Fri, Sep 29, 2023",Food
Transaction11 on Entertainment,64.0,"Fri, Sep 29, 2023",Entertainment
Transaction12 on Shopping,166.0,"Fri, Sep 29, 2023",Shopping
Transaction13 on Entertainment,105.0,"Fri, Sep 29, 2023",Entertainment
Transaction14 on Transportation,190.0,"Fri, Sep 29, 2023",Transportation
Transaction15 on Food,12.0,"Fri, Sep 29, 2023",Food
Transaction16 on Fitness,55.0,"Fri, Sep 29, 2023",Fitness
Transaction17 on Transportation,184.0,"Fri, Sep 29, 2023",Transportation
Transaction18 on Fitness,65.0,"Fri, Sep 29, 2023",Fitness
Transaction19 on Shopping,39.0,"Fri, Sep 29, 2023",Shopping
Transaction20 on Fitness,44.0,"Fri, Sep 29, 2023",Fitness
Transaction1 on Transportation,110.0,"Sat, Sep 30, 2023",Transportation
Transaction2 on Food,105.0,"Sat, Sep 30, 2023",Food
Transaction3 on Food,142.0,"Sat, Sep 30, 2023",Food
Transaction4 on Fitness,184.0,"Sat, Sep 30, 2023",Fitness
Transaction5 on Food,95.0,"Sat, Sep 30, 2023",Food
Transaction6 on Shopping,24.0,"Sat, Sep 30, 2023",Shopping
Transaction7 on Fitness,45.0,"Sat, Sep 30, 2023",Fitness
Transaction8 on Food,198.0,"Sat, Sep 30, 2023",Food
Transaction9 on Food,120.0,"Sat, Sep 30, 2023",Food
Transaction10 on Entertainment,185.0,"Sat, Sep 30, 2023",Entertainment
Transaction11 on Transportation,97.0,"Sat, Sep 30, 2023",Transportation
Transaction12 on Food,62.0,"Sat, Sep 30, 2023",Food
Transaction13 on Shopping,182.0,"Sat, Sep 30, 2023",Shopping
Transaction14 on Transportation,10.0,"Sat, Sep 30, 2023",Transportation
Transaction15 on Fitness,77.0,"Sat, Sep 30, 2023",Fitness
Transaction16 on Food,87.0,"Sat, Sep 30, 2023",Food
Transaction17 on Fitness,40.0,"Sat, Sep 30, 2023",Fitness
Transaction18 on Entertainment,38.0,"Sat, Sep 30, 2023",Entertainment
Transaction19 on Shopping,42.0,"Sat, Sep 30, 2023",Shopping
Transaction20 on Entertainment,196.0,"Sat, Sep 30, 2023",Entertainment
Transaction1 on Shopping,135.0,"Sun, Oct 01, 2023",Shopping
Transaction2 on Food,195.0,"Sun, Oct 01, 2023",Food
Transaction3 on Shopping,138.0,"Sun, Oct 01, 2023",Shopping
Transaction4 on Shopping,59.0,"Sun, Oct 01, 2023",Shopping
Transaction5 on Transportation,182.0,"Sun, Oct 01, 2023",Transportation
Transaction6 on Transportation,185.0,"Sun, Oct 01, 2023",Transportation
Transaction7 on Transportation,66.0,"Sun, Oct 01, 2023",Transportation
Transaction8 on Fitness,111.0,"Sun, Oct 01, 2023",Fitness
Transaction9 on Food,72.0,"Sun, Oct 01, 2023",Food
Transaction10 on Fitness,149.0,"Sun, Oct 01, 2023",Fitness
Transaction11 on Entertainment,96.0,"Sun, Oct 01, 2023",Entertainment
Transaction12 on Entertainment,81.0,"Sun, Oct 01, 2023",Entertainment
Transaction13 on Fitness,54.0,"Sun, Oct 01, 2023",Fitness
Transaction14 on Fitness,131.0,"Sun, Oct 01, 2023",Fitness
Transaction15 on Shopping,89.0,"Sun, Oct 01, 2023",Shopping
Transaction16 on Food,161.0,"Sun, Oct 01, 2023",Food
Transaction17 on Transportation,199.0,"Sun, Oct 01, 2023",Transportation
Transaction18 on Shopping,45.0,"Sun, Oct 01, 2023",Shopping
Transaction19 on Shopping,184.0,"Sun, Oct 01, 2023",Shopping
Transaction20 on Food,143.0,"Sun, Oct 01, 2023",Food
Transaction1 on Food,82.0,"Mon, Oct 02, 2023",Food
Transaction2 on Food,134.0,"Mon, Oct 02, 2023",Food
Transaction3 on Food,44.0,"Mon, Oct 02, 2023",Food
Transaction4 on Transportation,147.0,"Mon, Oct 02, 2023",Transportation
Transaction5 on Fitness,131.0,"Mon, Oct 02, 2023",Fitness
Transaction6 on Entertainment,192.0,"Mon, Oct 02, 2023",Entertainment
Transaction7 on Food,28.0,"Mon, Oct 02, 2023",Food
Transaction8 on Food,48.0,"Mon, Oct 02, 2023",Food
Transaction9 on Transportation,69.0,"Mon, Oct 02, 2023",Transportation
Transaction10 on Food,111.0,"Mon, Oct 02, 2023",Food
Transaction11 on Food,182.0,"Mon, Oct 02, 2023",Food
Transaction12 on Entertainment,30.0,"Mon, Oct 02, 2023",Entertainment
Transaction13 on Entertainment,128.0,"Mon, Oct 02, 2023",Entertainment
Transaction14 on Transportation,47.0,"Mon, Oct 02, 2023",Transportation
Transaction15 on Entertainment,162.0,"Mon, Oct 02, 2023",Entertainment
Transaction16 on Entertainment,200.0,"Mon, Oct 02, 2023",Entertainment
Transaction17 on Shopping,131.0,"Mon, Oct 02, 2023",Shopping
Transaction18 on Fitness,149.0,"Mon, Oct 02, 2023",Fitness
Transaction19 on Shopping,42.0,"Mon, Oct 02, 2023",Shopping
Transaction20 on Fitness,115.0,"Mon, Oct 02, 2023",Fitness
Transaction1 on Entertainment,96.0,"Tue, Oct 03, 2023",Entertainment
Transaction2 on Entertainment,48.0,"Tue, Oct 03, 2023",Entertainment
Transaction3 on Transportation,157.0,"Tue, Oct 03, 2023",Transportation
Transaction4 on Fitness,84.0,"Tue, Oct 03, 2023",Fitness
Transaction5 on Transportation,189.0,"Tue, Oct 03, 2023",Transportation
Transaction6 on Transportation,23.0,"Tue, Oct 03, 2023",Transportation
Transaction7 on Shopping,65.0,"Tue, Oct 03, 2023",Shopping
Transaction8 on Food,148.0,"Tue, Oct 03, 2023",Food
Transaction9 on Entertainment,25.0,"Tue, Oct 03, 2023",Entertainment
Transaction10 on Food,200.0,"Tue, Oct 03, 2023",Food
Transaction11 on Food,19.0,"Tue, Oct 03, 2023",Food
Transaction12 on Food,31.0,"Tue, Oct 03, 2023",Food
Transaction13 on Shopping,32.0,"Tue, Oct 03, 2023",Shopping
Transaction14 on Shopping,71.0,"Tue, Oct 03, 2023",Shopping
Transaction15 on Fitness,66.0,"Tue, Oct 03, 2023",Fitness
Transaction16 on Fitness,35.0,"Tue, Oct 03, 2023",Fitness
Transaction17 on Transportation,189.0,"Tue, Oct 03, 2023",Transportation
Transaction18 on Entertainment,135.0,"Tue, Oct 03, 2023",Entertainment
Transaction19 on Shopping,75.0,"Tue, Oct 03, 2023",Shopping
Transaction20 on Transportation,135.0,"Tue, Oct 03, 2023",Transportation
Transaction1 on Fitness,26.0,"Wed, Oct 04, 2023",Fitness
Transaction2 on Entertainment,145.0,"Wed, Oct 04, 2023",Entertainment
Transaction3 on Fitness,53.0,"Wed, Oct 04, 2023",Fitness
Transaction4 on Fitness,193.0,"Wed, Oct 04, 2023",Fitness
Transaction5 on Entertainment,131.0,"Wed, Oct 04, 2023",Entertainment
Transaction6 on Shopping,182.0,"Wed, Oct 04, 2023",Shopping
Transaction7 on Food,171.0,"Wed, Oct 04, 2023",Food
Transaction8 on Shopping,124.0,"Wed, Oct 04, 2023",Shopping
Transaction9 on Food,127.0,"Wed, Oct 04, 2023",Food
Transaction10 on Shopping,41.0,"Wed, Oct 04, 2023",Shopping
Transaction11 on Entertainment,145.0,"Wed, Oct 04, 2023",Entertainment
Transaction12 on Food,122.0,"Wed, Oct 04, 2023",Food
Transaction13 on Shopping,155.0,"Wed, Oct 04, 2023",Shopping
Transaction14 on Shopping,31.0,"Wed, Oct 04, 2023",Shopping
Transaction15 on Fitness,99.0,"Wed, Oct 04, 2023",Fitness
Transaction16 on Shopping,60.0,"Wed, Oct 04, 2023",Shopping
Transaction17 on Transportation,78.0,"Wed, Oct 04, 2023",Transportation
Transaction18 on Fitness,199.0,"Wed, Oct 04, 2023",Fitness
Transaction19 on Transportation,45.0,"Wed, Oct 04, 2023",Transportation
Transaction20 on Food,42.0,"Wed, Oct 04, 2023",Food
Transaction1 on Transportation,109.0,"Thu, Oct 05, 2023",Transportation
Transaction2 on Entertainment,102.0,"Thu, Oct 05, 2023",Entertainment
Transaction3 on Entertainment,123.0,"Thu, Oct 05, 2023",Entertainment
Transaction4 on Entertainment,85.0,"Thu, Oct 05, 2023",Entertainment
Transaction5 on Food,7.0,"Thu, Oct 05, 2023",Food
Transaction6 on Food,15.0,"Thu, Oct 05, 2023",Food
Transaction7 on Shopping,134.0,"Thu, Oct 05, 2023",Shopping
Transaction8 on Fitness,159.0,"Thu, Oct 05, 2023",Fitness
Transaction9 on Fitness,176.0,"Thu, Oct 05, 2023",Fitness
Transaction10 on Transportation,8.0,"Thu, Oct 05, 2023",Transportation
Transaction11 on Shopping,36.0,"Thu, Oct 05, 2023",Shopping
Transaction12 on Entertainment,21.0,"Thu, Oct 05, 2023",Entertainment
Transaction13 on Entertainment,145.0,"Thu, Oct 05, 2023",Entertainment
Transaction14 on Fitness,179.0,"Thu, Oct 05, 2023",Fitness
Transaction15 on Transportation,18.0,"Thu, Oct 05, 2023",Transportation
Transaction16 on Entertainment,151.0,"Thu, Oct 05, 2023",Entertainment
Transaction17 on Transportation,189.0,"Thu, Oct 05, 2023",Transportation
Transaction18 on Fitness,91.0,"Thu, Oct 05, 2023",Fitness
Transaction19 on Shopping,35.0,"Thu, Oct 05, 2023",Shopping
Transaction20 on Fitness,112.0,"Thu, Oct 05, 2023",Fitness
Transaction1 on Shopping,125.0,"Fri, Oct 06, 2023",Shopping
Transaction2 on Entertainment,46.0,"Fri, Oct 06, 2023",Entertainment
Transaction3 on Fitness,96.0,"Fri, Oct 06, 2023",Fitness
Transaction4 on Fitness,10.0,"Fri, Oct 06, 2023",Fitness
Transaction5 on Food,103.0,"Fri, Oct 06, 2023",Food
Transaction6 on Entertainment,192.0,"Fri, Oct 06, 2023",Entertainment
Transaction7 on Shopping,166.0,"Fri, Oct 06, 2023",Shopping
Transaction8 on Fitness,85.0,"Fri, Oct 06, 2023",Fitness
Transaction9 on Transportation,8.0,"Fri, Oct 06, 2023",Transportation
Transaction10 on Entertainment,143.0,"Fri, Oct 06, 2023",Entertainment
Transaction11 on Entertainment,34.0,"Fri, Oct 06, 2023",Entertainment
Transaction12 on Shopping,92.0,"Fri, Oct 06, 2023",Shopping
Transaction13 on Food,21.0,"Fri, Oct 06, 2023",Food
Transaction14 on Transportation,37.0,"Fri, Oct 06, 2023",Transportation
Transaction15 on Shopping,42.0,"Fri, Oct 06, 2023",Shopping
Transaction16 on Fitness,115.0,"Fri, Oct 06, 2023",Fitness
Transaction17 on Entertainment,74.0,"Fri, Oct 06, 2023",Entertainment
Transaction18 on Fitness,198.0,"Fri, Oct 06, 2023",Fitness
Transaction19 on Transportation,17.0,"Fri, Oct 06, 2023",Transportation
Transaction20 on Food,115.0,"Fri, Oct 06, 2023",Food
Transaction1 on Fitness,153.0,"Sat, Oct 07, 2023",Fitness
Transaction2 on Food,184.0,"Sat, Oct 07, 2023",Food
Transaction3 on Fitness,27.0,"Sat, Oct 07, 2023",Fitness
Transaction4 on Shopping,36.0,"Sat, Oct 07, 2023",Shopping
Transaction5 on Entertainment,66.0,"Sat, Oct 07, 2023",Entertainment
Transaction6 on Food,111.0,"Sat, Oct 07, 2023",Food
Transaction7 on Entertainment,182.0,"Sat, Oct 07, 2023",Entertainment
Transaction8 on Food,133.0,"Sat, Oct 07, 2023",Food
Transaction9 on Food,74.0,"Sat, Oct 07, 2023",Food
Transaction10 on Food,155.0,"Sat, Oct 07, 2023",Food
Transaction11 on Shopping,72.0,"Sat, Oct 07, 2023",Shopping
Transaction12 on Food,143.0,"Sat, Oct 07, 2023",Food
Transaction13 on Transportation,52.0,"Sat, Oct 07, 2023",Transportation
Transaction14 on Food,29.0,"Sat, Oct 07, 2023",Food
Transaction15 on Shopping,157.0,"Sat, Oct 07, 2023",Shopping
Transaction16 on Food,146.0,"Sat, Oct 07, 2023",Food
Transaction17 on Food,146.0,"Sat, Oct 07, 2023",Food
Transaction18 on Transportation,128.0,"Sat, Oct 07, 2023",Transportation
Transaction19 on Food,153.0,"Sat, Oct 07, 2023",Food
Transaction20 on Shopping,67.0,"Sat, Oct 07, 2023",Shopping
Transaction1 on Food,175.0,"Sun, Oct 08, 2023",Food
Transaction2 on Fitness,87.0,"Sun, Oct 08, 2023",Fitness
Transaction3 on Food,132.0,"Sun, Oct 08, 2023",Food
Transaction4 on Entertainment,160.0,"Sun, Oct 08, 2023",Entertainment
Transaction5 on Food,90.0,"Sun, Oct 08, 2023",Food
Transaction6 on Food,197.0,"Sun, Oct 08, 2023",Food
Transaction7 on Food,144.0,"Sun, Oct 08, 2023",Food
Transaction8 on Food,198.0,"Sun, Oct 08, 2023",Food
Transaction9 on Shopping,81.0,"Sun, Oct 08, 2023",Shopping
Transaction10 on Food,175.0,"Sun, Oct 08, 2023",Food
Transaction11 on Fitness,113.0,"Sun, Oct 08, 2023",Fitness
Transaction12 on Entertainment,84.0,"Sun, Oct 08, 2023",Entertainment
Transaction13 on Fitness,120.0,"Sun, Oct 08, 2023",Fitness
Transaction14 on Entertainment,27.0,"Sun, Oct 08, 2023",Entertainment
Transaction15 on Fitness,154.0,"Sun, Oct 08, 2023",Fitness
Transaction16 on Transportation,138.0,"Sun, Oct 08, 2023",Transportation
Transaction17 on Food,198.0,"Sun, Oct 08, 2023",Food
Transaction18 on Shopping,24.0,"Sun, Oct 08, 2023",Shopping
Transaction19 on Shopping,128.0,"Sun, Oct 08, 2023",Shopping
Transaction20 on Shopping,168.0,"Sun, Oct 08, 2023",Shopping
Transaction1 on Shopping,149.0,"Mon, Oct 09, 2023",Shopping
Transaction2 on Shopping,117.0,"Mon, Oct 09, 2023",Shopping
Transaction3 on Food,13.0,"Mon, Oct 09, 2023",Food
Transaction4 on Entertainment,11.0,"Mon, Oct 09, 2023",Entertainment
Transaction5 on Fitness,187.0,"Mon, Oct 09, 2023",Fitness
Transaction6 on Fitness,167.0,"Mon, Oct 09, 2023",Fitness
Transaction7 on Entertainment,160.0,"Mon, Oct 09, 2023",Entertainment
Transaction8 on Transportation,87.0,"Mon, Oct 09, 2023",Transportation
Transaction9 on Food,49.0,"Mon, Oct 09, 2023",Food
